|audio_array|sr|text|duration|count_words|median_pitch|db_voice_volume|db_noise_level
1621|"[ 0.          0.          0.         ... -0.00549316 -0.00531006
 -0.00479126]"|16000|салют курс иностранной валюты евро к рублю|7.38|7|166.3175901885619|-7.7340093|-40.21062714761026
364|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 3.05175781e-05 3.05175781e-05]"|16000|афта двадцать четыре на смотрешке|2.235|5|184.45867678537925|-16.14148|-49.56288174088317
3862|[0.         0.         0.         ... 0.00280762 0.00305176 0.00238037]|16000|открой подборку смешных падений|5.28|4|210.87866559786067|-17.90761|-54.7409812984362
5565|"[-0.00183105 -0.00167847 -0.00115967 ...  0.03173828  0.16113281
  0.21694946]"|16000|трансляция матча лестер и ливерпуль|3.146|5|201.78575519695568|-13.952646|-58.44770223109226
1644|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 0.00000000e+00 3.05175781e-05]"|16000|какая стоимость суммы обмена валюты белорусские рубли на реалы|4.98|9|225.9924856860568|-15.327161|-39.03841134272563
4201|[0.         0.         0.         ... 0.00027466 0.00024414 0.00024414]|16000|прнк на смотрешке|1.335|3|189.3841174000203|-10.052975|-53.37140868382618
2911|"[-3.05175781e-05 -6.10351562e-05 -6.10351562e-05 ... -8.23974609e-04
 -6.71386719e-04 -2.31933594e-03]"|16000|первый сезон сериала ривердэйл|4.72|4|197.84479427975765|-20.969984|-30.991092024429197
1664|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-05
 4.27246094e-04 4.57763672e-04]"|16000|музыкальная история включи|3.28|3|186.66525923956485|-23.98524|-32.2187705781482
6096|"[ 0.0020752   0.00219727  0.00198364 ... -0.00808716 -0.01147461
 -0.00302124]"|16000|футбол апл манчестер юнайтед астон вилла|4.18|6|194.17681573935647|-14.359713|-64.58309257080245
3330|"[-0.00027466 -0.00012207  0.00012207 ...  0.00537109  0.0055542
  0.00445557]"|16000|перевод девятьсот двадцать три восемьсот девяносто два одиннадцать восемьдесят сто|9.72|10|204.49249276402205|-23.074886|-37.48437961096161
2717|"[ 1.22070312e-04  9.15527344e-05  9.15527344e-05 ... -6.10351562e-05
 -3.05175781e-04 -3.35693359e-04]"|16000|крайний матч лестер сити две тысячи девятнадцатый год|3.46|8|194.4423638463144|-14.46839|-32.69999251305953
5878|"[-3.05175781e-05  6.10351562e-05  6.10351562e-05 ...  1.22070312e-03
  1.06811523e-03  9.46044922e-04]"|16000|найти мастер класс филм точка йуэй групп|7.37|7|176.91298388841545|-21.555618|-51.44633051316853
2703|"[ 0.00000000e+00 -3.05175781e-05  0.00000000e+00 ...  3.05175781e-04
  9.15527344e-05  3.05175781e-05]"|16000|рядом книжный лабиринт|3.58|3|194.95508595051405|-23.143955|-30.08534141152007
2451|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  5.18798828e-04
  3.66210938e-04  1.83105469e-04]"|16000|дай мне посмотреть на смотрешке телеканал рбк тв|3.45|8|192.70441596839527|-12.764992|-65.11858994336966
644|[0. 0. 0. ... 0. 0. 0.]|16000|хочу узнать время заказа|5.04|4|200.8610795098529|-23.292255|-41.01777033598306
15|"[-0.0010376  -0.00134277 -0.0012207  ... -0.00015259 -0.00012207
 -0.00015259]"|16000|запусти на смотрешке передачу европа плюс тв|3.555625|7|187.43220080656573|-10.661307|-46.292030590302296
1450|[0.00067139 0.00097656 0.0010376  ... 0.00320435 0.00378418 0.00238037]|16000|включи дерби между ливерпулем и ньюкаслом|3.586|6|186.71925397159816|-14.261993|-56.97840279969236
2476|"[ 0.00000000e+00  3.05175781e-05 -6.10351562e-05 ...  8.02612305e-03
  7.90405273e-03  8.51440430e-03]"|16000|хочу посмотреть ленту ультраамериканцы|3.3665|4|217.53540981645455|-14.161924|-54.80684396093913
2866|"[ 0.          0.          0.         ... -0.0027771  -0.0027771
 -0.00228882]"|16000|татьяна сергеевна казмухамбетова|4.50425|3|184.4330545423322|-16.57414|-44.98782931741055
588|[0.         0.         0.         ... 0.00012207 0.00012207 0.        ]|16000|показывай фильмец американская история преступлений шестой сезон часть четырнадцать|5.8|9|223.464710562666|-19.984304|-34.54897033968931
3216|[0.         0.         0.         ... 0.00634766 0.00640869 0.00634766]|16000|позвони на рецепшн уточни сколько стоит прокат велосипедов в этом отеле|9.5894375|11|185.19704746689985|-16.795456|-41.00939534743022
2626|[0.         0.         0.         ... 0.00112915 0.00170898 0.00213623]|16000|включи канал домашние животные на тв|4.159625|6|197.15754759616345|-21.299692|-43.05320013331595
5930|"[-9.15527344e-05  3.05175781e-05  6.10351562e-05 ... -2.56347656e-03
 -2.74658203e-03 -1.98364258e-03]"|16000|ты мне найдешь драму|3.982|4|188.8751846475953|-20.407017|-49.06156658467348
3662|"[ 0.          0.          0.         ... -0.00262451 -0.00210571
 -0.00149536]"|16000|поцелуй и накрась губы|3.2039375|4|194.08171651099647|-14.084026|-57.74563624897276
355|[0.         0.         0.         ... 0.00061035 0.0010376  0.00048828]|16000|татьяне владимировне кирюшиной|4.92|3|195.0930976630487|-14.538112|-37.76699599493754
3277|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 3.05175781e-04
 5.79833984e-04 3.05175781e-05]"|16000|покажи мне сериал радиоволна серия двадцать семь|4.66|7|212.20942314248364|-13.653128|-40.82417699076015
1928|"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 6.10351562e-05
 6.10351562e-05 6.10351562e-05]"|16000|хочу посмотреть на смотрешке канал тв центр|3.085|7|197.03900067134387|-14.552075|-55.300491602330574
3425|[0.00219727 0.00222778 0.00180054 ... 0.00079346 0.00079346 0.0010376 ]|16000|игра челси с ирисками|3.278|4|177.03883491339724|-20.076996|-54.11677828698208
2069|"[ 0.00000000e+00  0.00000000e+00 -3.05175781e-05 ...  7.93457031e-04
  9.76562500e-04  9.15527344e-04]"|16000|включай одиннадцатый эпизод наруто ураганные хроники|5.68|6|204.63641794526785|-22.408175|-38.87979995711234
3963|[0. 0. 0. ... 0. 0. 0.]|16000|ищи на смотрешке канал кухня тв|2.545|6|199.24384555725624|-13.748622|-59.298308911689695
5127|"[ 0.          0.          0.         ... -0.0043335  -0.00137329
 -0.00146484]"|16000|тринадцать тысяч батов сколько будет в евро|3.1|7|215.428156887633|-16.998074|-33.92216918762153
1343|"[ 0.          0.          0.         ... -0.00189209  0.00039673
  0.00140381]"|16000|покажи взвод вампиров|3.26|3|197.7022999087442|-15.95727|-37.02687891945243
700|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -4.11987305e-03
 -4.51660156e-03 -3.50952148e-03]"|16000|манчестер сити против сити|4.18|4|185.20634056617425|-15.16941|-52.94762570685768
335|"[ 0.          0.          0.         ... -0.00106812 -0.00061035
 -0.00091553]"|16000|хочу посмотреть клиника|3.7148125|3|180.42478322665303|-18.720894|-38.896985653319966
2705|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.27246094e-04
 -1.22070312e-04 -9.15527344e-05]"|16000|я хочу продать пятнадцать батов и хочу узнать стоимость обмена на рубли помогите|7.2906875|13|220.49849918009065|-21.792515|-44.86570863431321
5843|"[-3.05175781e-05  0.00000000e+00  3.05175781e-05 ... -9.15527344e-05
  0.00000000e+00  1.22070312e-04]"|16000|сбер сидерический период красная планета|4.38|5|210.0225166002072|-20.90259|-35.20896712423012
2727|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
 -6.71386719e-04 -8.54492188e-04]"|16000|скажите какая то есть клиника в отеле мне нужно узнать подробности|5.5|11|183.8272864197388|-11.637108|-43.0315147705444
5598|"[ 0.          0.          0.         ... -0.00119019 -0.00115967
 -0.00137329]"|16000|закинь моей сестре насте сто восемьдесят рублей|4.3185|7|210.1673085139138|-20.894213|-32.492853915403344
6100|[0.         0.         0.         ... 0.0005188  0.00085449 0.00073242]|16000|заказать домой чай со вкусом клубники|5.08|6|203.39282729545815|-24.251272|-42.35003617236755
4838|"[-0.0022583  -0.0027771  -0.00256348 ... -0.00643921 -0.00698853
 -0.00585938]"|16000|серия десять второго сезона отчаянные домохозяйки|4.58|6|193.73250141720732|-18.525692|-57.392134745637726
4902|"[ 1.52587891e-04  9.15527344e-05  2.13623047e-04 ...  7.49206543e-02
  3.66210938e-04 -2.96020508e-02]"|16000|лучшая серия житейское познание|2.706|4|186.9359307611668|-7.135204|-64.58769278706653
4710|"[ 0.          0.          0.         ... -0.00018311 -0.00064087
 -0.00033569]"|16000|показать маршрут до ближайшего вокзала|4.54|5|199.04950246968517|-12.300201|-32.86806450078565
1417|"[ 0.00231934  0.00143433  0.00094604 ...  0.00018311 -0.00012207
 -0.00021362]"|16000|джой триагрутрика куда идти после института ютуб|4.02|7|188.07224157147965|-14.655428|-42.09201324417384
6017|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
 -1.52587891e-04 -3.35693359e-04]"|16000|алиса новинки фильмо двухтысячи двадцатого года|5.48|6|199.00612134319448|-18.899078|-33.04320456861185
4724|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  3.05175781e-05
  3.05175781e-05  6.10351562e-05]"|16000|включи на смотрешке канал его тв|2.1006875|6|189.06694739405071|-9.758743|-52.404663784344194
1585|[0.         0.         0.         ... 0.00274658 0.00411987 0.00378418]|16000|игра уотфорда против ньюкасла|3.66|4|163.6924806684622|-23.326452|-43.2973291036065
499|"[-0.00076294 -0.00076294 -0.0007019  ...  0.00057983  0.00061035
  0.00045776]"|16000|сезон семь сериал однажды в сказке|3.08|6|211.64223050085948|-16.545227|-52.3116013545686
3193|"[ 0.          0.          0.         ... -0.00854492 -0.00985718
 -0.00741577]"|16000|пополнить без комиссии|2.261|3|203.97758265978973|-15.889872|-46.405400748119
2554|"[ 0.          0.          0.         ... -0.02456665 -0.02700806
 -0.0177002 ]"|16000|почему болит голова с левой стороны|6.0|6|196.51274785077064|-15.684664|-48.67646695659754
5867|"[ 2.13623047e-04  6.10351562e-05 -5.49316406e-04 ...  5.88989258e-03
  6.07299805e-03  5.55419922e-03]"|16000|последний сезон мультфильма германия восемьдесят три|3.784|6|189.93787526846103|-8.117816|-71.6596149881971
2041|"[-0.00189209 -0.00125122 -0.00088501 ...  0.00067139  0.00036621
  0.00021362]"|16000|скажи когда будут транслировать матч с участием уотфорд|6.912|8|200.49982957844037|-19.689342|-34.006245970402894
1056|"[-3.05175781e-05 -6.10351562e-05 -6.10351562e-05 ...  3.57055664e-03
  4.18090820e-03  4.69970703e-03]"|16000|сколько стоит обменять рубли в иены|4.18|6|189.3358549727645|-15.456147|-36.65269217558041
4112|"[ 2.74658203e-04  3.96728516e-04  4.27246094e-04 ...  9.15527344e-05
  3.05175781e-05 -6.10351562e-05]"|16000|третий эпизод сезон один журова два|3.586|6|203.7630308939882|-11.150624|-58.90292893026257
661|"[-2.77709961e-03 -2.01416016e-03 -1.64794922e-03 ... -1.31225586e-03
  6.10351562e-04  6.10351562e-05]"|16000|хочу смотреть сейчас подкасты|3.212|4|177.96272905258317|-15.105767|-51.09426702415664
3451|[0.         0.         0.         ... 0.04653931 0.04656982 0.05166626]|16000|лучшие фильмы в жанре научная фантастика|3.1110625|6|197.6930080157337|-8.1593075|-55.36992256208039
1260|"[-3.05175781e-05 -3.05175781e-05 -3.05175781e-05 ...  9.15527344e-04
  1.06811523e-03  8.54492188e-04]"|16000|салют какое право существует кроме общего для всей церкви канонического права|9.84|11|187.23417520312947|-23.808758|-34.91154920965556
1602|"[ 0.00000000e+00  0.00000000e+00 -6.10351562e-05 ...  1.83105469e-04
  2.16674805e-03  2.83813477e-03]"|16000|у тебя в каталоге есть лента я прихожу с дождем|4.34|10|198.1668119746477|-15.082166|-34.459432469729336
1595|"[ 0.00326538  0.00387573  0.0032959  ... -0.00143433 -0.00030518
  0.00045776]"|16000|включай сериал королева красоты сезон тринадцать эпизод тридцать три|5.522|9|187.91628071954784|-24.658976|-59.2239834696931
5831|"[ 0.          0.          0.         ... -0.00073242 -0.00018311
 -0.00057983]"|16000|четыре шестьсот шестьдесят три двести семь восемьдесят два ноль девять|7.639|10|209.0282502395497|-14.080088|-42.66042543708026
4047|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.44140625e-04
 -2.13623047e-04  3.05175781e-05]"|16000|повелитель солнца эпизод девять|3.9|4|212.9469281031723|-16.77396|-34.2174782517742
1878|[0.         0.         0.         ... 0.00039673 0.00033569 0.00024414]|16000|купи мне пожалуйста молоко рогачевское ноль пять литров пяти процентной жирности|8.28|11|194.00999641141496|-20.445536|-44.24633830926221
5624|"[ 0.          0.          0.         ... -0.00180054 -0.00228882
 -0.00152588]"|16000|я хотел бы забронировать спа на завтра на девять утра|5.8|10|187.4795250088955|-14.05819|-39.56881517208003
5668|[0.         0.         0.         ... 0.00021362 0.00030518 0.00018311]|16000|сезон шесть сериала топ гир|3.72|5|204.6125773780757|-16.219257|-35.781422917947346
2730|"[9.15527344e-05 9.15527344e-05 1.52587891e-04 ... 3.71093750e-02
 4.32434082e-02 3.63769531e-02]"|16000|покажи нам ньюкасл арсенал|2.574|4|185.9086184441711|-11.670468|-55.77609051139866
2116|"[ 0.          0.          0.         ... -0.00018311 -0.00024414
  0.00030518]"|16000|лук репчатый один килограмм доставка на дом|5.2705625|7|202.24346787334323|-23.911108|-35.739071823094434
1510|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.44140625e-04
  2.44140625e-04  3.05175781e-05]"|16000|как пожаловаться на работу отеля|3.9005625|5|210.2714627938701|-20.120129|-31.9591691101171
1217|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
  1.22070312e-04  3.05175781e-04]"|16000|включить шуру кузнецова река под рекой шуру кузнецову река под рекой|7.36|11|187.94377133340535|-15.453467|-38.34152636589933
1281|"[ 0.00241089  0.00198364  0.00091553 ... -0.0067749   0.00057983
 -0.00192261]"|16000|мешок мрамора поставь|2.417625|3|225.3117061300228|-14.258489|-55.94009120596236
3793|"[-0.00219727  0.00289917 -0.0050354  ...  0.0039978   0.00244141
  0.00323486]"|16000|у тебя есть фильм лига справедливости|5.32|6|194.5816671247204|-17.939722|-38.92902904871756
997|[0. 0. 0. ... 0. 0. 0.]|16000|найди на смотрешке малыш тв|2.275|5|221.5099844553172|-14.294178|-54.1294628343537
5257|"[-0.00195312 -0.00054932 -0.0007019  ...  0.00231934  0.00283813
  0.00274658]"|16000|могут ли гости посещать меня в отеле|2.7|7|193.60638461628457|-19.287258|-35.416575691432364
1080|[0.01599121 0.01358032 0.00930786 ... 0.00845337 0.01199341 0.00964355]|16000|сколько сингапурских долларов можно получить за фунты стерлингов|6.04|8|187.52307775324735|-11.713194|-31.01439545790509
5131|[0.         0.         0.         ... 0.00186157 0.00189209 0.00115967]|16000|сбер про праздники можешь пошутить|3.0414375|5|183.4459647371881|-10.327733|-46.528589902261295
1683|"[ 0.          0.          0.         ... -0.00708008 -0.00744629
 -0.00744629]"|16000|сбер поставь пелигрозо|4.411375|3|189.35180433894675|-16.328829|-50.35109758836508
1612|"[-0.00204468 -0.00213623 -0.00201416 ...  0.00039673 -0.00021362
  0.00045776]"|16000|у тебя в списке есть часть один в поиске|4.488|9|184.74588300741087|-19.296005|-56.00792444299343
1575|"[ 0.          0.          0.         ... -0.003479   -0.00341797
 -0.00350952]"|16000|фильмец джеймса вана перевозчик|4.225625|4|172.93308479453506|-13.325968|-47.335854816214
4470|"[-0.01010132 -0.00823975  0.00033569 ... -0.0083313  -0.0078125
 -0.00897217]"|16000|в поисках доброго самаритянина|2.5599375|4|195.4776746283715|-11.806321|-62.25970967291346
4169|"[-0.00177002 -0.00192261 -0.0015564  ... -0.00195312 -0.00186157
 -0.00201416]"|16000|поставь агенты щит|2.772|3|187.85921863059144|-16.924553|-57.4880665390894
957|[0.         0.         0.         ... 0.00973511 0.00878906 0.00811768]|16000|закажи пельмени сибирская коллекция семьсот грамм иркутские|5.7116875|7|188.58925005418567|-13.9104805|-51.87347849308236
1813|"[-1.83105469e-04 -1.52587891e-04 -6.10351562e-05 ...  8.48388672e-03
  8.57543945e-03  8.78906250e-03]"|16000|роберт дауни младший|2.8324375|3|195.8851393489444|-15.3541|-50.963332519157454
2790|"[ 3.66210938e-04  2.74658203e-04  6.10351562e-05 ...  2.74658203e-04
  1.52587891e-04 -3.05175781e-05]"|16000|хочу посмотреть мультик уроки тетушки совы арифметика малышка третья часть|5.73|10|186.40807422219896|-9.055568|-53.725396401408375
5109|"[ 0.          0.          0.         ... -0.00195312 -0.00198364
 -0.00189209]"|16000|найти лучший фильм жанра боевик|4.248875|5|187.84932208460413|-14.329677|-55.206358007719
1596|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.46044922e-04
  3.05175781e-05  4.57763672e-04]"|16000|ты мне найдешь неверные|2.3448125|4|214.03694132432423|-21.482477|-44.410467371993775
925|"[ 5.49316406e-04  7.93457031e-04  3.05175781e-05 ...  2.44140625e-04
 -1.83105469e-04  0.00000000e+00]"|16000|хочу купить двести российского рубля сколько будет в казахских тенге|6.32|10|208.13683094802064|-17.45641|-35.26453962666881
179|"[ 3.05175781e-05  3.05175781e-05  0.00000000e+00 ... -1.58691406e-03
 -1.98364258e-03 -2.13623047e-03]"|16000|психологини первый сезон первая серия|4.1791875|5|195.83628412439955|-20.867071|-41.80222335781214
1194|"[ 0.00033569  0.00073242  0.00082397 ... -0.0045166  -0.00247192
 -0.00018311]"|16000|ирония судьбы или с легким паром андрей мягков|5.7|8|156.52199141136356|-18.230309|-31.09168587757257
3539|[0.01019287 0.00717163 0.00497437 ... 0.06945801 0.07400513 0.06118774]|16000|включай на телевизоре передачу морской бой|3.52|6|202.69002756143183|-19.17364|-54.8929655790881
3702|[0.         0.         0.         ... 0.00073242 0.00079346 0.00085449]|16000|сбер благодаря чему|2.5|3|206.729984338145|-16.402866|-53.53070456234881
2165|[0.         0.         0.         ... 0.00048828 0.00076294 0.00061035]|16000|подключи канал ариранг на тв|4.06|5|187.46079906173213|-16.427336|-41.833334064930064
4013|"[-3.05175781e-05  3.05175781e-05  3.05175781e-05 ... -3.26538086e-03
 -6.53076172e-03 -6.31713867e-03]"|16000|давай поищем челси вест хэм|4.04|5|196.228502988089|-23.5096|-35.31666964117662
34|"[0.00000000e+00 3.05175781e-05 0.00000000e+00 ... 1.43432617e-03
 1.37329102e-03 1.43432617e-03]"|16000|поищи на смотрешке рубль тв|1.775|5|190.7650479435349|-9.896858|-58.60786801971974
3663|"[3.38745117e-03 3.87573242e-03 3.69262695e-03 ... 9.15527344e-05
 6.10351562e-05 0.00000000e+00]"|16000|открой двадцать четыре часа|3.08|4|209.169027553373|-14.734906|-48.55008892418435
4969|"[-0.00167847 -0.00057983 -0.00112915 ... -0.00128174 -0.0007019
 -0.00030518]"|16000|включи инну вальтер черт с тобой|4.75725|6|198.79870278516103|-24.54044|-43.155802447657145
1235|"[ 0.          0.          0.         ...  0.          0.
 -0.00015259]"|16000|выведи мне передачу синергия тв на смотрешке|3.42|7|241.42904515920907|-15.975227|-38.37019224408882
2766|"[-3.05175781e-05  0.00000000e+00  0.00000000e+00 ...  0.00000000e+00
  3.05175781e-05  0.00000000e+00]"|16000|включи мир на смотрешке|1.7665625|4|181.24513886836087|-12.991063|-46.90883136484017
2014|"[-0.00506592 -0.00427246 -0.00473022 ... -0.00311279 -0.00369263
 -0.00265503]"|16000|трус балбес и бывалый|2.5|4|178.25327424209885|-12.604523|-47.58276769327543
2542|"[0.00000000e+00 3.05175781e-05 3.05175781e-05 ... 7.78198242e-03
 7.96508789e-03 7.78198242e-03]"|16000|триста восемьдесят один триста девяносто двадцать девять девяносто четыре|5.990375|9|204.87750119744004|-18.001831|-42.837524781752
5293|"[ 1.83105469e-04 -9.15527344e-05 -5.18798828e-04 ... -2.31933594e-03
 -2.74658203e-03 -2.34985352e-03]"|16000|обменять тридцать семь канадских долларов в россии|4.44|7|243.22523845361036|-12.614469|-52.80207298450433
2396|"[ 3.05175781e-05  0.00000000e+00  0.00000000e+00 ... -3.05175781e-04
 -9.46044922e-04 -8.85009766e-04]"|16000|марате аркадьевиче крикунове|3.88|3|222.266697799844|-20.28576|-36.172114088678576
4624|"[6.10351562e-05 3.05175781e-05 0.00000000e+00 ... 1.77001953e-03
 1.73950195e-03 1.89208984e-03]"|16000|афина включи алию авзалову|3.947|4|200.0786293309128|-21.66524|-39.11591821610792
794|[0.00024414 0.00027466 0.00027466 ... 0.00027466 0.00228882 0.00314331]|16000|поставь мне игру манчестер с арсеналом|4.488|6|188.857510619821|-20.647923|-51.63564202614512
4130|"[ 0.          0.          0.         ... -0.00015259 -0.00018311
 -0.00015259]"|16000|пополнение счета другого абонента|3.6|4|176.44486408631357|-12.166987|-51.44407180277847
978|"[ 0.          0.          0.         ... -0.00250244 -0.00079346
 -0.00045776]"|16000|найди пожалуйста фильм про близняшек которых поменяли которых разлучили семьи|9.3|10|217.96178959456515|-11.766219|-40.001457738307366
3687|"[-6.10351562e-05 -3.05175781e-05  6.10351562e-05 ... -1.92260742e-03
 -1.25122070e-03 -5.18798828e-04]"|16000|кто лидирует в апл по забитым мячам|6.44|7|183.93791052920585|-19.940903|-30.44837370694296
1042|"[-0.00012207 -0.00018311 -0.00027466 ...  0.00039673  0.00048828
  0.00048828]"|16000|фильм куб два гиперкуб|4.52|4|194.84617658168244|-23.727268|-42.85030789048003
975|"[0.00000000e+00 3.05175781e-05 0.00000000e+00 ... 0.00000000e+00
 6.10351562e-05 3.05175781e-05]"|16000|поставь нам матч между тоттенхэмом и лестером|4.44|7|194.96237344273135|-14.609625|-42.12325044464236
58|"[ 0.00436401  0.00595093  0.00506592 ... -0.0045166  -0.00482178
 -0.00570679]"|16000|включи документалку фильм годы|3.89|4|172.43532987713215|-13.251848|-59.51676554000985
2924|"[ 0.          0.          0.         ... -0.00036621 -0.0005188
 -0.00085449]"|16000|включи фильм джеймса ван матрица|2.88|5|212.5871473919708|-13.016442|-38.64833841465945
3784|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.10351562e-05
 -1.52587891e-04  9.15527344e-05]"|16000|можешь выключить шепчущие во тьме|3.7844375|5|201.4614882622744|-20.897581|-32.872197212589406
3750|[0.00149536 0.00222778 0.00274658 ... 0.00723267 0.00637817 0.00424194]|16000|найди последний эпизод лиминхоши ли мин хо|3.916|7|204.34021342150177|-13.4666195|-58.36091781311141
5686|"[-0.0010376   0.00082397 -0.00149536 ... -0.00186157  0.00152588
  0.00265503]"|16000|эпизод двадцать один сезон два черное зеркало|4.16|7|213.20305701063444|-17.482565|-37.03990560057746
597|"[ 6.10351562e-05 -1.22070312e-04 -3.05175781e-04 ... -1.98364258e-03
 -3.41796875e-03 -3.02124023e-03]"|16000|фильм валерии гай германики|5.16|4|202.35631101946183|-20.764643|-41.83966766610647
4266|"[ 0.          0.00030518  0.00054932 ... -0.00091553 -0.00027466
 -0.00195312]"|16000|сергея михайловича бушуева|4.24|3|204.49208428793435|-21.633553|-42.28940965612253
3537|"[-6.10351562e-05  3.05175781e-05  0.00000000e+00 ...  2.74658203e-04
  6.10351562e-04 -4.57763672e-04]"|16000|ты найдешь у себя средь бела дня аш д|3.98|9|206.16693849062025|-18.216059|-43.66046688030965
5320|"[ 0.          0.          0.         ... -0.00177002 -0.00152588
 -0.00015259]"|16000|слезы капали фулл айч ди|3.477|5|213.35148765041427|-24.322609|-41.20145494356276
3188|[0.         0.         0.         ... 0.00460815 0.01132202 0.02069092]|16000|сообщество четыре ка|2.3448125|3|196.31408344637555|-13.879987|-43.972580082215465
1433|"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.15527344e-05
 -6.10351562e-05 -1.22070312e-04]"|16000|любимое кино на смотрешке|1.575|4|210.0534301732513|-12.0409155|-55.23094506553244
1244|"[-0.00872803 -0.00842285 -0.00741577 ... -0.00646973 -0.00671387
 -0.00604248]"|16000|плюс семь шестьсот девяносто четыре сорок девять сорок один четыре два ноль|9.92|12|205.15379336839615|-16.71081|-35.91033999444172
2611|[0.         0.         0.         ... 0.00296021 0.00341797 0.00360107]|16000|куриные пельмени мираторг один килограмм заказать с бесплатной доставкой до дома|6.478|11|195.3958527073233|-14.012645|-44.71468663290037
1403|"[ 0.003479    0.00402832  0.00387573 ... -0.01251221 -0.02224731
 -0.00201416]"|16000|серия двенадцать шестой сезон наемник куорри|4.554|6|186.9003021896111|-18.28001|-57.20370500773901
4436|"[-0.00012207 -0.00018311 -0.00030518 ... -0.00210571 -0.00198364
 -0.00161743]"|16000|есть ли у тебя слендермен|3.24|5|203.11991130180783|-21.462206|-40.78256126421469
